bank_id,bank_name,quarter_end_date,total_assets,total_loans,allowance_for_credit_losses,noncurrent_loans,net_charge_offs,deposits,tier1_capital,risk_weighted_assets,total_equity_capital,net_income,nco_ratio,nco_ratio_next_q,high_risk_next_q,reserve_coverage_ratio,npa_ratio,capital_ratio,equity_to_assets,roa,total_loans_lag1,deposits_lag1,nco_ratio_lag1,npa_ratio_lag1,loan_growth_qoq,deposit_growth_qoq,coralacbn
110,BANK OZK,2025-12-31,40785840,31842064,1.4720099165211973,1.0558365927615398,0.5024405871847311,33384965,11.724373747656958,12.49612168091244,6129851,715480,0.5024405871847311,NA,0,1.4720099165211973,1.0558365927615398,11.724373747656958,0.15029360680079165,0.01754236274157894,NA,NA,NA,NA,NA,NA,0.61
1100,PEOPLES STB OF PLAINVIEW,2025-12-31,410507,270846,1.1568667523064349,0.16203433376153217,0.00489039128396846,371904,13.413652806293197,13.413652806293197,27843,5480,0.00489039128396846,NA,0,1.1568667523064349,0.16203433376153217,13.413652806293197,0.06782588360247206,0.013349346052564269,NA,NA,NA,NA,NA,NA,0.61
11002,ST CLAIR COUNTY STATE BANK,2025-12-31,215960,157666,1.30700952714799,1.341437460094896,0.02085785761122778,185180,0,0,29684,3791,0.02085785761122778,NA,0,1.30700952714799,1.341437460094896,0,0.13745137988516393,0.017554176699388777,NA,NA,NA,NA,NA,NA,0.61
11003,GRAND MISSOURI BANK,2025-12-31,135132,111773,1.2256981265464828,0.25892541534110997,0.0028657291274619,111933,0,0,20635,-204,0.0028657291274619,NA,0,1.2256981265464828,0.25892541534110997,0,0.1527025426989906,-0.001509635023532546,NA,NA,NA,NA,NA,NA,0.61
11013,FIRST STATE BANK OF SHELBY,2025-12-31,164373,24868,0.15658248685108603,0.02007467780142128,-0.03261578604044357,137883,0,0,25780,1174,-0.03261578604044357,NA,0,0.15658248685108603,0.02007467780142128,0,0.15683841020118877,0.007142292225608829,NA,NA,NA,NA,NA,NA,0.61
11035,PEAPACK PRIVATE BANK&TRUST,2025-12-31,7517888,6187584,1.1350579832017362,1.09038361952781,0.43476911605997715,6604847,11.517868322856929,11.518791790839195,733500,41636,0.43476911605997715,NA,0,1.1350579832017362,1.09038361952781,11.517868322856929,0.09756729549575625,0.00553825755318515,NA,NA,NA,NA,NA,NA,0.61
1105,FIRST INTERSTATE BANK,2025-12-31,26568494,15083831,1.2532157384131457,0.8826820199429627,0.23476680272960493,22396621,14.127786158021229,14.127786158021229,3371314,332663,0.23476680272960493,NA,0,1.2532157384131457,0.8826820199429627,14.127786158021229,0.1268914226000164,0.012520958094199845,NA,NA,NA,NA,NA,NA,0.61
11063,FIRST-CITIZENS BANK&TRUST CO,2025-12-31,229332000,147163000,1.0529217570211593,1.0488875740440666,0.4470238394117418,162082000,12.549753640342423,12.549753640342423,23371000,2291000,0.4470238394117418,NA,0,1.0529217570211593,1.0488875740440666,12.549753640342423,0.10190902272687632,0.009989883662114315,NA,NA,NA,NA,NA,NA,0.61
11112,SOMERSET TRUST CO,2025-12-31,2442605,1591781,1.3222896626456582,2.228984862170055,0.05652271508172024,2006669,12.0878825950795,12.0878825950795,188780,25101,0.05652271508172024,NA,0,1.3222896626456582,2.228984862170055,12.0878825950795,0.07728633978887295,0.010276323842782603,NA,NA,NA,NA,NA,NA,0.61
11113,HAMLIN BANK&TRUST CO,2025-12-31,481511,300331,1.0747906743875042,1.1113526617785596,0.1065482166196276,373327,0,0,97176,6875,0.1065482166196276,NA,0,1.0747906743875042,1.1113526617785596,0,0.201814704129293,0.014277970804405299,NA,NA,NA,NA,NA,NA,0.61
11124,S&T BANK,2025-12-31,9864607,7979789,1.1541977069892642,0.6881980317769167,0.18320491845435097,7970793,14.296556886853397,14.296556886853397,1461635,139708,0.18320491845435097,NA,0,1.1541977069892642,0.6881980317769167,14.296556886853397,0.1481696128391126,0.014162551027121505,NA,NA,NA,NA,NA,NA,0.61
11133,FARMERS STATE BANK OF CANTON,2025-12-31,82495,42985,0.5736358799990747,0,0.01674641148325359,68633,15.113073443894034,15.113073443894034,6469,341,0.01674641148325359,NA,0,0.5736358799990747,0,15.113073443894034,0.07841687374992423,0.004133583853566883,NA,NA,NA,NA,NA,NA,0.61
11159,TEXAS CHAMPION BANK,2025-12-31,453179,335650,1.2253762352345696,0.5199903476607791,0.03075785616581849,346171,0,0,47553,3989,0.03075785616581849,NA,0,1.2253762352345696,0.5199903476607791,0,0.10493204671884619,0.008802261358094704,NA,NA,NA,NA,NA,NA,0.61
1117,AMERICAN BANK&TRUST,2025-12-31,2147633,1533321,1.0780429552699269,0.5736014311971825,0.04836655579805356,1868116,14.66371266976476,14.66371266976476,227951,25426,0.04836655579805356,NA,0,1.0780429552699269,0.5736014311971825,14.66371266976476,0.10614057429737762,0.01183908051329068,NA,NA,NA,NA,NA,NA,0.61
11175,FIRST STATE BANK,2025-12-31,127606,85718,1.0390450021935396,1.2491629915260107,0.2668759039345133,95217,16.02222199816497,16.02222199816497,16184,2481,0.2668759039345133,NA,0,1.0390450021935396,1.2491629915260107,16.02222199816497,0.1268278921053869,0.019442659436076672,NA,NA,NA,NA,NA,NA,0.61
11178,TRANSPECOS BANKS SSB,2025-12-31,968328,601786,0.7594110070894852,3.7832025871096375,0.01068633232110992,887888,0,0,78121,6770,0.01068633232110992,NA,0,0.7594110070894852,3.7832025871096375,0,0.08067617584124388,0.006991432655050768,NA,NA,NA,NA,NA,NA,0.61
1118,CITIZENS STB OF ARLINGTON,2025-12-31,150588,77371,1.5435712104245138,0,0.00127657184291017,132405,0,0,16951,1136,0.00127657184291017,NA,0,1.5435712104245138,0,0,0.11256541025845353,0.007543761787127792,NA,NA,NA,NA,NA,NA,0.61
11181,FIRST STB OF BROWNSBORO,2025-12-31,137595,63819,1.0143781117677169,0.5955981573682007,0.0712266495300624,128538,0,0,8114,1019,0.0712266495300624,NA,0,1.0143781117677169,0.5955981573682007,0,0.05897016606708093,0.007405792361641048,NA,NA,NA,NA,NA,NA,0.61
1122,FIRST FIDELITY BANK,2025-12-31,704059,415814,0.48320740582960175,0.05337060500247707,0.00790897716361933,637187,12.674532371807008,12.674532371807008,59946,10935,0.00790897716361933,NA,0,0.48320740582960175,0.05337060500247707,12.674532371807008,0.08514343258164443,0.015531368819942647,NA,NA,NA,NA,NA,NA,0.61
11225,FIRST COMMUNITY BANK,2025-12-31,159462,119010,1.113419194017449,0.05567095970087245,0.00629894051820483,142756,0,0,14606,2716,0.00629894051820483,NA,0,1.113419194017449,0.05567095970087245,0,0.09159548983456874,0.017032271011275413,NA,NA,NA,NA,NA,NA,0.61
11228,FIRST CITIZENS STATE BANK,2025-12-31,513346,346268,2.0025810541568556,0,0.00631641256641256,379144,0,0,88663,8004,0.00631641256641256,NA,0,2.0025810541568556,0,0,0.17271586805000916,0.015591823058911533,NA,NA,NA,NA,NA,NA,0.61
11232,BANK OF MILTON,2025-12-31,233046,167694,1.5666547313677264,2.364950135886313,0.00127024774912098,199495,0,0,18195,3177,0.00127024774912098,NA,0,1.5666547313677264,2.364950135886313,0,0.07807471486316006,0.01363250173785433,NA,NA,NA,NA,NA,NA,0.61
11235,BONDUEL STATE BANK,2025-12-31,128044,85543,0.842703141300568,0.3245624203083343,0,109961,20.994733062006222,20.994733062006222,16817,1507,0,NA,0,0.842703141300568,0.3245624203083343,20.994733062006222,0.1313376651775952,0.01176939177157852,NA,NA,NA,NA,NA,NA,0.61
11236,HORICON BANK,2025-12-31,1586359,1330549,1.1866082150599282,0.7712433541993589,0.01348658015516388,1392108,10.745370049052909,10.745370049052909,166114,18203,0.01348658015516388,NA,0,1.1866082150599282,0.7712433541993589,10.745370049052909,0.10471400231599531,0.01147470402349027,NA,NA,NA,NA,NA,NA,0.61
11241,CENTENNIAL BANK,2025-12-31,22716797,15297172,1.908224912799207,0.5449332163281821,0.01585520516000475,17895325,14.815884260456262,14.815884260456262,3997010,484902,0.01585520516000475,NA,0,1.908224912799207,0.5449332163281821,14.815884260456262,0.1759495407737279,0.021345526836375743,NA,NA,NA,NA,NA,NA,0.61
11242,PRODUCERS BANK&TRUST,2025-12-31,195254,134554,2.051364179017558,0.5474186879422299,0.7957567991779269,147932,0,0,45394,3633,0.7957567991779269,NA,0,2.051364179017558,0.5474186879422299,0,0.23248691448062522,0.018606533028772777,NA,NA,NA,NA,NA,NA,0.61
11243,BANK OF SALEM,2025-12-31,263755,199382,1.9267187738257443,2.0924844686889754,0.01050773369199731,230458,0,0,32007,4822,0.01050773369199731,NA,0,1.9267187738257443,2.0924844686889754,0,0.12135125400466341,0.01828211787454266,NA,NA,NA,NA,NA,NA,0.61
1125,MERCHANTS STATE BANK,2025-12-31,221544,148192,0.6416402389556752,0.33121241174932453,0.03722040801994452,180697,0,0,33166,3746,0.03722040801994452,NA,0,0.6416402389556752,0.33121241174932453,0,0.1497038962914816,0.01690860506265121,NA,NA,NA,NA,NA,NA,0.61
11252,FIRST NB OF IZARD COUNTY,2025-12-31,230749,113139,0.9325417673636652,2.354558509334174,0.9730442614513638,159871,0,0,68114,3591,0.9730442614513638,NA,0,0.9325417673636652,2.354558509334174,0,0.2951865446870842,0.015562364300603686,NA,NA,NA,NA,NA,NA,0.61
11259,GUNNISON BANK&TRUST CO,2025-12-31,250032,162162,1.2471834845624503,0.06333353632543694,0.00308036170839324,206137,0,0,31516,4536,0.00308036170839324,NA,0,1.2471834845624503,0.06333353632543694,0,0.12604786587316824,0.01814167786523325,NA,NA,NA,NA,NA,NA,0.61
11261,MCCLAVE STATE BANK,2025-12-31,84431,70798,1.154624781849913,1.0890052356020945,-0.00289299951976208,71604,0,0,10435,1130,-0.00289299951976208,NA,0,1.154624781849913,1.0890052356020945,0,0.12359204557567718,0.013383709774845732,NA,NA,NA,NA,NA,NA,0.61
11295,CITIZENS BANK OF SWAINSBORO,2025-12-31,412938,284887,1.9132776025671043,0.11775075401798626,0.05407573467794498,359946,18.672475458488694,18.672475458488694,48765,7640,0.05407573467794498,NA,0,1.9132776025671043,0.11775075401798626,18.672475458488694,0.11809278874794764,0.01850156682116928,NA,NA,NA,NA,NA,NA,0.61
11299,FARMERS STB OF ALTO PASS ILL,2025-12-31,355015,297685,1.064186887436147,1.5713540299182085,-0.12766277675946183,321905,11.811193912224304,11.811193912224304,32216,5699,-0.12766277675946183,NA,0,1.064186887436147,1.5713540299182085,11.811193912224304,0.09074546145937495,0.01605284283762658,NA,NA,NA,NA,NA,NA,0.61
11302,FIRST STATE BANK OF ST PETER,2025-12-31,29347,8225,1.650125553031209,0.5739567140978118,0.22920838661423024,23429,43.57883335912115,43.57883335912115,5328,423,0.22920838661423024,NA,0,1.650125553031209,0.5739567140978118,43.57883335912115,0.18155177701298258,0.014413739053395576,NA,NA,NA,NA,NA,NA,0.61
11306,FNBC BANK&TRUST,2025-12-31,597635,310795,1.149143787689881,0,-0.01363006539771865,539721,18.56604635957075,18.56604635957075,54963,4755,-0.01363006539771865,NA,0,1.149143787689881,0,18.56604635957075,0.09196750524985986,0.007956361324219632,NA,NA,NA,NA,NA,NA,0.61
11307,FARMERS STATE BANK,2025-12-31,341323,253637,0.8897520260712583,0.02539915752948256,0.04048914121721695,287785,18.47978900986258,18.47978900986258,50775,6319,0.04048914121721695,NA,0,0.8897520260712583,0.02539915752948256,18.47978900986258,0.1487593862704828,0.018513255772391546,NA,NA,NA,NA,NA,NA,0.61
11310,BANK OF HERRIN,2025-12-31,349502,228153,1.0332487474786909,0.6476240050317739,0.3705529002622231,326858,12.45820114893252,12.45820114893252,21769,3649,0.3705529002622231,NA,0,1.0332487474786909,0.6476240050317739,12.45820114893252,0.06228576660505519,0.010440569724922891,NA,NA,NA,NA,NA,NA,0.61
11317,IUKA STATE BANK,2025-12-31,143542,115655,2.049544780859623,5.4211306373067965,0.402510983411409,102439,0,0,13834,631,0.402510983411409,NA,0,2.049544780859623,5.4211306373067965,0,0.0963759735826448,0.004395925931086372,NA,NA,NA,NA,NA,NA,0.61
11319,LONGVIEW COMMUNITY BANK,2025-12-31,268185,187545,0.8490571025265528,2.8902834243540876,0.43325676780690736,217325,10.367090676589076,10.367090676589076,31909,2136,0.43325676780690736,NA,0,0.8490571025265528,2.8902834243540876,10.367090676589076,0.11898130022186178,0.007964651266849376,NA,NA,NA,NA,NA,NA,0.61
11324,FARMERS&MERCHANTS STB BUSHNE,2025-12-31,89385,39812,0.7850076008672465,0,0,80879,20.171303211351756,20.171303211351756,8147,1253,0,NA,0,0.7850076008672465,0,20.171303211351756,0.09114504670806063,0.014018011970688594,NA,NA,NA,NA,NA,NA,0.61
11343,ASHTON STATE BANK,2025-12-31,54344,34865,1.1791049006547434,1.1309203253876026,0,44069,17.402730451437606,17.402730451437606,6322,765,0,NA,0,1.1791049006547434,1.1309203253876026,17.402730451437606,0.11633298984248491,0.01407699102016782,NA,NA,NA,NA,NA,NA,0.61
11347,GRINNELL STATE BANK,2025-12-31,500279,355998,1.3388613442932802,1.5278705425561692,0.02301092001939339,347946,15.065660141980311,15.065660141980311,48083,4695,0.02301092001939339,NA,0,1.3388613442932802,1.5278705425561692,15.065660141980311,0.09611236929793175,0.00938476330207744,NA,NA,NA,NA,NA,NA,0.61
11352,SANBORN SAVINGS BANK,2025-12-31,90239,64537,1.2455815519272848,0.00918119080044681,0,68453,0,0,8570,904,0,NA,0,1.2455815519272848,0.00918119080044681,0,0.0949700240472523,0.010017841509768503,NA,NA,NA,NA,NA,NA,0.61
11355,BEDFORD LOAN&DEPOSIT BANK,2025-12-31,118219,76183,1.606674674209255,1.8636909605176488,0.02572036306864508,97807,24.816078771434167,24.816078771434167,15700,938,0.02572036306864508,NA,0,1.606674674209255,1.8636909605176488,24.816078771434167,0.13280437154772076,0.007934426784188667,NA,NA,NA,NA,NA,NA,0.61
11358,CUMBERLAND SECURITY BANK INC,2025-12-31,427367,340199,2.644238336304763,0.1465205658212163,0.04858024241540965,371707,15.924062134158062,15.924062134158062,54710,15930,0.04858024241540965,NA,0,2.644238336304763,0.1465205658212163,15.924062134158062,0.12801643552263042,0.03727475448502107,NA,NA,NA,NA,NA,NA,0.61
11407,HIGHPOINT COMMUNITY BANK,2025-12-31,589689,350078,1.1132170872184826,0.04773755080941983,0.00320935310528253,532187,15.194538481015032,15.194538481015032,47421,6228,0.00320935310528253,NA,0,1.1132170872184826,0.04773755080941983,15.194538481015032,0.0804169655530288,0.010561499366615284,NA,NA,NA,NA,NA,NA,0.61
11409,VALLEY PREMIER BANK,2025-12-31,147317,87233,0.8896109798218507,0,0.00232609530012444,134037,0,0,12726,1801,0.00232609530012444,NA,0,0.8896109798218507,0,0,0.08638514224427594,0.012225337198015164,NA,NA,NA,NA,NA,NA,0.61
1141,COLORADO B&T CO OF LA JUNTA,2025-12-31,316199,226187,1.0070550751024123,0.17987815552676728,0,267971,0,0,36061,4285,0,NA,0,1.0070550751024123,0.17987815552676728,0,0.1140452689603699,0.013551592509780233,NA,NA,NA,NA,NA,NA,0.61
11411,RUSHFORD STATE BANK INC,2025-12-31,110211,59581,0.7826680654776773,1.2639256631862916,-0.00331956819056977,102555,12.437794216543375,12.437794216543375,7297,1120,-0.00331956819056977,NA,0,0.7826680654776773,1.2639256631862916,12.437794216543375,0.06620936204190145,0.010162324994782736,NA,NA,NA,NA,NA,NA,0.61
11415,HARVEST BANK,2025-12-31,234948,156725,1.3358766611896982,1.3887577354309493,0.11766685603017332,215233,13.032018131503486,13.032018131503486,18037,2599,0.11766685603017332,NA,0,1.3358766611896982,1.3887577354309493,13.032018131503486,0.07677017893321075,0.011062022234707255,NA,NA,NA,NA,NA,NA,0.61
11417,WELCOME STATE BANK,2025-12-31,44240,28706,1.6007952558872929,0,0.01366586949094636,38190,0,0,5491,991,0.01366586949094636,NA,0,1.6007952558872929,0,0,0.12411844484629295,0.022400542495479205,NA,NA,NA,NA,NA,NA,0.61
11431,BANK OF YAZOO CITY,2025-12-31,307983,161378,1.182421054565272,0.03980184803042086,0.06006218649119235,271385,0,0,33719,2319,0.06006218649119235,NA,0,1.182421054565272,0.03980184803042086,0,0.10948331563755143,0.0075296363760337425,NA,NA,NA,NA,NA,NA,0.61
11445,JEFFERSON BANK,2025-12-31,195560,117914,5.980943268349081,0.49116931786468926,0.175074867542041,161487,20.597295085912307,20.597295085912307,33144,2129,0.175074867542041,NA,0,5.980943268349081,0.49116931786468926,20.597295085912307,0.16948251176109633,0.010886684393536511,NA,NA,NA,NA,NA,NA,0.61
11446,UNITY BANK OF MISSISSIPPI,2025-12-31,286717,153115,1.4031450023825776,2.9679189150900873,0.02353867338652202,252076,0,0,19172,458,0.02353867338652202,NA,0,1.4031450023825776,2.9679189150900873,0,0.06686732910849374,0.0015973939459467,NA,NA,NA,NA,NA,NA,0.61
11448,CENTURY BANK,2025-12-31,551719,378049,1.3599087827877083,0.612637341133066,0.08941998943218307,497317,0,0,49725,6146,0.08941998943218307,NA,0,1.3599087827877083,0.612637341133066,0,0.09012740181142936,0.011139728738723879,NA,NA,NA,NA,NA,NA,0.61
11459,MID AMERICA BANK,2025-12-31,1110588,792041,1.0742629040195244,0.15612470992028896,0.00879828782692533,967247,0,0,130662,23682,0.00879828782692533,NA,0,1.0742629040195244,0.15612470992028896,0,0.1176511901803369,0.021323839263525268,NA,NA,NA,NA,NA,NA,0.61
11462,INDEPENDENT FARMERS BANK,2025-12-31,150137,79456,1.165524361573769,0.32341124227233714,0.2568658594637395,137873,17.010659508348276,17.010659508348276,11084,1660,0.2568658594637395,NA,0,1.165524361573769,0.32341124227233714,17.010659508348276,0.07382590567281883,0.011056568334254713,NA,NA,NA,NA,NA,NA,0.61
11463,CITIZENS-FARMERS BK COLE CAM,2025-12-31,196140,132042,1.2939830907582248,1.287255275728286,0.1648079156183472,166135,0,0,28394,4213,0.1648079156183472,NA,0,1.2939830907582248,1.287255275728286,0,0.14476394412154583,0.021479555419598246,NA,NA,NA,NA,NA,NA,0.61
11465,TRI-COUNTY TRUST CO,2025-12-31,61506,42256,1.4161397942281222,0.6929053029419313,0.091514923972217,47649,0,0,7671,810,0.091514923972217,NA,0,1.4161397942281222,0.6929053029419313,0,0.12471953955711639,0.013169446883230905,NA,NA,NA,NA,NA,NA,0.61
11466,HOMEPRIDE BANK,2025-12-31,124407,94534,1.255536057491435,0.399013955043035,0.08226271833039588,110425,0,0,12485,1074,0.08226271833039588,NA,0,1.255536057491435,0.399013955043035,0,0.10035608928758027,0.008632954737273626,NA,NA,NA,NA,NA,NA,0.61
1147,PEOPLES BANK,2025-12-31,556004,265026,1.5091773292652564,0.7900790450672088,0.36475212498636,516519,14.447050592942162,14.447050592942162,36419,8702,0.36475212498636,NA,0,1.5091773292652564,0.7900790450672088,14.447050592942162,0.06550132732858037,0.015650966539809068,NA,NA,NA,NA,NA,NA,0.61
11475,THAYER COUNTY BANK,2025-12-31,89543,51176,1.1912806749946905,0,0.4454089521312916,67741,0,0,9201,783,0.4454089521312916,NA,0,1.1912806749946905,0,0,0.10275510090124299,0.008744402130819829,NA,NA,NA,NA,NA,NA,0.61
11477,AUBURN STATE BANK,2025-12-31,255476,110889,1.2441444169353255,0,0.00726539582784644,221430,0,0,31051,2591,0.00726539582784644,NA,0,1.2441444169353255,0,0,0.12154174951854578,0.010141852855062706,NA,NA,NA,NA,NA,NA,0.61
11482,HOMESTEAD BANK,2025-12-31,521779,368025,1.074398825875889,0.27014531398680725,-0.00571518381459943,399748,0,0,94917,8163,-0.00571518381459943,NA,0,1.074398825875889,0.27014531398680725,0,0.18191034901749592,0.015644554495293984,NA,NA,NA,NA,NA,NA,0.61
11491,CITIZENS BANK OF CLOVIS,2025-12-31,520549,310456,1.071321594044956,1.0404119585237304,0.4851500946581741,462651,0,0,35511,8320,0.4851500946581741,NA,0,1.071321594044956,1.0404119585237304,0,0.06821836176805642,0.015983125507877262,NA,NA,NA,NA,NA,NA,0.61
11492,INBANK,2025-12-31,1410775,964168,1.6370898221308592,0.4725493896747142,0.8866999183481081,1146030,12.863495865512473,12.863495865512473,164375,7560,0.8866999183481081,NA,0,1.6370898221308592,0.4725493896747142,12.863495865512473,0.1165139728163598,0.005358756711736457,NA,NA,NA,NA,NA,NA,0.61
11501,FIRST NB OF SCOTIA,2025-12-31,698520,510418,1.066060885644618,1.509542214072779,0.2683910711179401,613915,13.14397709665172,13.14397709665172,66293,5040,0.2683910711179401,NA,0,1.066060885644618,1.509542214072779,13.14397709665172,0.09490494187711161,0.0072152551108057034,NA,NA,NA,NA,NA,NA,0.61
11507,FIDELITY BANK,2025-12-31,4393903,2812838,1.2811378907832054,0.26665805649163915,0.02624697522722381,3939912,15.826177503684857,15.826177503684857,433014,74000,0.02624697522722381,NA,0,1.2811378907832054,0.26665805649163915,15.826177503684857,0.0985488300492751,0.016841518804579892,NA,NA,NA,NA,NA,NA,0.61
11519,SECURITY FIRST BANK OF ND,2025-12-31,284643,231289,1.4046141254305493,0.9949527674521708,0.841427225341162,239872,0,0,35471,5193,0.841427225341162,NA,0,1.4046141254305493,0.9949527674521708,0,0.12461574674241067,0.018243905523761345,NA,NA,NA,NA,NA,NA,0.61
11521,CHICKASAW COMMUNITY BANK,2025-12-31,435936,271608,1.3797711032359263,3.828864811479696,0.03934654414610058,380765,21.47427429741422,21.47427429741422,50132,1531,0.03934654414610058,NA,0,1.3797711032359263,3.828864811479696,21.47427429741422,0.11499853189459003,0.0035119834104088673,NA,NA,NA,NA,NA,NA,0.61
11522,LIBERTY NATIONAL BANK,2025-12-31,1329703,853000,1.1539379668535432,0.0216696525207484,0.03287550470199901,1189399,14.71900617846208,14.71900617846208,134443,28243,0.03287550470199901,NA,0,1.1539379668535432,0.0216696525207484,14.71900617846208,0.10110754055604898,0.02124008143171821,NA,NA,NA,NA,NA,NA,0.61
11526,COWBOY BANK,2025-12-31,368691,278560,1.1469452645923237,0.4599136952078128,-0.08573245732638611,321043,0,0,43688,7433,-0.08573245732638611,NA,0,1.1469452645923237,0.4599136952078128,0,0.11849489138601159,0.02016051381780407,NA,NA,NA,NA,NA,NA,0.61
11527,FIRST STB OF POND CREEK OK,2025-12-31,58171,49980,1.6509573191129303,1.7532812530746376,-0.05580333188817013,47946,0,0,8328,1012,-0.05580333188817013,NA,0,1.6509573191129303,1.7532812530746376,0,0.14316411957848413,0.017396984751852296,NA,NA,NA,NA,NA,NA,0.61
11539,ENTERPRISE BANK OF SC,2025-12-31,491150,276720,0.6986833747806522,3.7758328040277465,0.42591188107344735,459698,12.72921687769442,12.72921687769442,29697,11368,0.42591188107344735,NA,0,0.6986833747806522,3.7758328040277465,12.72921687769442,0.0604642166344294,0.02314567850962028,NA,NA,NA,NA,NA,NA,0.61
11557,FIRST STATE BANK OF BURNET,2025-12-31,322701,178288,0.7725016140163405,0.00278278679400699,0.01034000522170263,282407,0,0,34780,4612,0.01034000522170263,NA,0,0.7725016140163405,0.00278278679400699,0,0.10777778810725719,0.014291867704159578,NA,NA,NA,NA,NA,NA,0.61
11559,FIRST STATE BANK&TRUST CO,2025-12-31,541904,179493,0.946972832475208,2.0241820218642563,0.14208597573017928,483442,0,0,54648,3445,0.14208597573017928,NA,0,0.946972832475208,2.0241820218642563,0,0.10084443000974343,0.006357214561988839,NA,NA,NA,NA,NA,NA,0.61
11569,ALLIANCE BANK,2025-12-31,1373996,786230,1.2200653063480835,0.7719165113997143,0.5595977925385958,1189802,15.435252462242682,15.435252462242682,126773,9167,0.5595977925385958,NA,0,1.2200653063480835,0.7719165113997143,15.435252462242682,0.09226591634910146,0.006671780703873956,NA,NA,NA,NA,NA,NA,0.61
11570,GLOBAL ONE BANK,2025-12-31,314700,239661,1.261113537297814,0,0,257079,18.05638318408044,18.05638318408044,53373,4760,0,NA,0,1.261113537297814,0,18.05638318408044,0.16959961868446138,0.015125516364791865,NA,NA,NA,NA,NA,NA,0.61
11578,BURKE&HERBERT BANK&TRUST CO,2025-12-31,7900774,5320218,1.2587691890243595,1.3777734801943786,0.04563208367219447,6410806,14.770070229848276,14.770070229848276,923510,133074,0.04563208367219447,NA,0,1.2587691890243595,1.3777734801943786,14.770070229848276,0.11688854788151136,0.016843159923318904,NA,NA,NA,NA,NA,NA,0.61
11580,BANK OF SOUTHSIDE VIRGINIA,2025-12-31,650988,277611,1.3342100119062428,0.09560535247809784,-0.01879789753760733,479844,0,0,127367,12637,-0.01879789753760733,NA,0,1.3342100119062428,0.09560535247809784,0,0.19565183997247262,0.019412032172636054,NA,NA,NA,NA,NA,NA,0.61
11582,LEE BANK&TRUST CO,2025-12-31,261722,131186,2.122643269094463,1.6078369929344705,0.15580983720988206,226064,21.178270351202684,21.178270351202684,32135,2938,0.15580983720988206,NA,0,2.122643269094463,1.6078369929344705,21.178270351202684,0.12278295290422662,0.011225651645639266,NA,NA,NA,NA,NA,NA,0.61
11595,COMMUNITY FIRST BANK,2025-12-31,635794,396582,1.1712461560697962,0.11488180381876088,0.00126652883455536,530688,14.142776623253692,14.142776623253692,61767,7704,0.00126652883455536,NA,0,1.1712461560697962,0.11488180381876088,14.142776623253692,0.09714939115499674,0.012117132278694043,NA,NA,NA,NA,NA,NA,0.61
11601,LAONA STATE BANK,2025-12-31,297047,156216,1.2085222637500237,1.2338183864868113,-0.00262887051892589,272275,0,0,21912,1403,-0.00262887051892589,NA,0,1.2085222637500237,1.2338183864868113,0,0.07376610435385646,0.004723158288082357,NA,NA,NA,NA,NA,NA,0.61
11608,BLC COMMUNITY BANK,2025-12-31,470624,379830,0.972468453436229,0.3477943476900615,0,386065,11.543011321020654,11.543011321020654,41600,5472,0,NA,0,0.972468453436229,0.3477943476900615,11.543011321020654,0.08839328211055959,0.011627116339158224,NA,NA,NA,NA,NA,NA,0.61
11623,BANK CMG,2025-12-31,894917,595780,0.9493092154483034,0.1584398743121249,0.29652309678850103,773742,12.898059804259084,12.898059804259084,90631,-803,0.29652309678850103,NA,0,0.9493092154483034,0.1584398743121249,12.898059804259084,0.10127307895592552,-8.972899162715648e-4,NA,NA,NA,NA,NA,NA,0.61
1163,WAHOO STATE BANK,2025-12-31,113865,86417,0.9513221084965672,0,0.00115140782634927,87770,12.74002400240024,12.74002400240024,9173,821,0.00115140782634927,NA,0,0.9513221084965672,0,12.74002400240024,0.08056031265094629,0.007210292890703904,NA,NA,NA,NA,NA,NA,0.61
1164,CITIZENS BANK,2025-12-31,773626,304087,1.356927368864956,0,0.02992256811566971,673014,18.554003785636507,18.554003785636507,44395,16129,0.02992256811566971,NA,0,1.356927368864956,0,18.554003785636507,0.05738561010100488,0.02084857540982335,NA,NA,NA,NA,NA,NA,0.61
1165,FIRST BANK OF OKARCHE,2025-12-31,137713,58445,1.6292730547186642,0,0.273297617085924,115727,0,0,20888,3320,0.273297617085924,NA,0,1.6292730547186642,0,0,0.15167776462643323,0.02410810889313282,NA,NA,NA,NA,NA,NA,0.61
11666,D L EVANS BANK,2025-12-31,3677023,1730017,1.357321324512978,0.23098125123302135,0.01494187432300213,3143135,0,0,327182,39118,0.01494187432300213,NA,0,1.357321324512978,0.23098125123302135,0,0.0889801342009555,0.010638497501919352,NA,NA,NA,NA,NA,NA,0.61
11667,VERMILION VALLEY BANK,2025-12-31,192041,112200,1.0939607372995654,0.2812034449625797,0.00545078936514656,150897,25.948878112928416,25.948878112928416,29776,2970,0.00545078936514656,NA,0,1.0939607372995654,0.2812034449625797,25.948878112928416,0.15505022365015803,0.015465447482568827,NA,NA,NA,NA,NA,NA,0.61
11669,FIRST STATE BANK OF FORREST,2025-12-31,329290,280750,0.8675633017545471,1.7167654754296329,0.12712152306196298,276510,11.172306161223196,11.172306161223196,29237,3512,0.12712152306196298,NA,0,0.8675633017545471,1.7167654754296329,11.172306161223196,0.08878799842084485,0.010665370949618877,NA,NA,NA,NA,NA,NA,0.61
